,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更新日：2023年4月28日,,,
食　品　群,食　品　番　号,索　引　番　号,可　　食　　部　　 100　　g　　当　　た　　り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可　　食　　部　　 100　 g　　当　　た　　り,,,,,,,,,,,,,,,,,,,,,,,,,,,,備　　考,,,
,,,食　品　名,廃　棄　率,エネルギー,,水　分,たんぱく質,,脂質,,,炭水化物,,,,,,,,有機酸,"灰

分",無 機 質,,,,,,,,,,無機質,,,,ビ　　タ　　ミ　　ン　　,,,,,,,,,,,,,,,,,,,,,,アルコール,食塩相当量,,,,
,,,,,,,,"アミノ酸組成による
たんぱく質",たんぱく質,"脂肪酸の
トリアシルグリセロール当量",コレステロール,脂質,利用可能炭水化物,,,,,食物繊維総量,糖アルコール,炭水化物,,,ナ ト リ ウ ム,カ　リ　ウ　ム,カ ル シ ウ ム,マ グ ネ シ ウ ム,リ　ン,鉄,亜　鉛,銅,マ　ン　ガ　ン,,ヨ　ウ　素,セ　レ　ン,ク　ロ　ム,モリブデン,ビタミンA,,,,,,      ビタミンD,ビタミンE,,,,ビタミンK,"ビ
タ
ミ
ン
Ｂ１","ビ
タ
ミ
ン
B２",ナイアシン,ナイアシン当量,"ビ
タ
ミ
ン
Ｂ６","ビ
タ
ミ
ン
Ｂ１２",葉　酸,パントテン酸,ビ オ チ ン,ビタミンC,,,,,,
,,,,,,,,,,,,,"利用可能炭水化物
（単糖当量）",,"利用可能炭水化物
（質量計）","差引き法による
利用可能炭水化物　",,,,,,,,,,,,,,,,,,,,,,,,,,レチノール活性当量,,α|トコフェロール,β|トコフェロール,γ|トコフェロール,δ|トコフェロール,,,,,,,,,,,,,,,,,
17,17141,2330,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,0,301,71,75.2,-,3.4,-,-,0,-,,-,14.4,*,-,-,14.4,-,7.2,2600,160,12,25,67,0.6,0.3,0.01,-,,-,-,-,-,0,0,0,0,0,0,(0),-,-,-,-,0,0.03,0.06,1.3,(1.9),0.06,0.3,13,0.19,-,0,-,6.6,液状だし,,,
17,17030,2331,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,0,417,98,64.9,(4.1),4.5,-,-,0,-,,-,20.4,*,-,-,20.0,-,10.6,3900,220,16,35,85,0.8,0.4,0.01,-,,-,-,-,-,0,0,0,0,0,0,(0),-,-,-,-,0,0.04,0.07,1.4,(1.4),0.07,0.2,9,0.19,-,0,-,9.9,"液状だし
(100 g：86mL、100 mL：116g)",,,
17,17142,2332,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,0,652,157,(57.5),(2.7),(3.3),(11.4),(12),(11.7),(3.7),,(3.6),(10.9),*,(Tr),-,(9.9),-,(17.5),(6700),(200),(22),(31),(69),(0.6),(0.3),(0.03),(0.33),,(2),(4),(1),(14),0,0,(Tr),0,(Tr),0,(Tr),(0.1),0,(0.3),(0.1),(1),(0.03),(0.08),(0.9),(1.4),(0.10),(Tr),(20),(0.24),(3.7),0,0,(17.1),"ペーストタイプ
濃縮割合： 第3章参照",,,
17,17143,2333,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,0,782,187,(48.4),(5.5),(6.4),(10.7),(9),(11.0),(5.4),,(5.1),(16.4),*,(1.6),-,(16.8),-,(17.4),(6500),(270),(61),(43),(100),(1.8),(0.6),(0.14),(0.09),,(2),(4),(1),(31),0,(Tr),(18),(7),(22),(2),(Tr),(0.3),(0.1),(2.2),(1.3),(5),(0.02),(0.08),(1.1),(2.2),(0.08),(Tr),(27),(0.20),(6.5),0,0,(16.5),"ペーストタイプ
濃縮割合： 第3章参照",,,
17,17094,2334,＜調味料類＞　（調味ソース類）　甘酢,0,494,116,(67.2),-,(0.1),-,0,0,(27.9),*,(26.6),(28.4),,0,-,(28.4),(3.1),(1.2),(470),(5),(2),(1),(1),0,(0.1),(Tr),0,,0,0,(1),(1),0,-,-,-,0,0,0,0,0,0,0,0,(0.01),(0.01),(0.1),(0.1),(0.01),(0.1),0,0,(0.1),0,-,(1.2),,,,
17,17095,2335,＜調味料類＞　（調味ソース類）　エビチリの素,0,227,54,(85.8),(0.8),(1.2),(1.3),-,(1.4),(7.8),,(7.5),(9.2),*,(0.6),-,(9.5),(0.1),(2.0),(680),(150),(8),(10),(45),(0.3),(0.1),(0.03),(0.22),,0,(1),(1),(2),-,(1),(150),0,(150),(13),0,(0.6),(Tr),(0.8),(0.2),(3),(0.14),(0.04),(1.3),(1.5),(0.10),0,(5),(0.28),(0.7),(1),0,(1.8),,,,
17,17031,2336,＜調味料類＞　（調味ソース類）　オイスターソース,0,448,105,61.6,(6.1),7.7,0.1,2,0.3,-,,-,19.9,*,0.2,-,18.3,-,12.1,4500,260,25,63,120,1.2,1.6,0.17,0.40,,-,-,-,-,-,Tr,Tr,(0),(Tr),-,-,0.1,Tr,Tr,Tr,1,0.01,0.07,0.8,(0.8),0.04,2.0,9,0.14,-,Tr,-,11.4,"別名： かき油
(100 g：81mL、100 mL：123g)",,,
17,17096,2337,＜調味料類＞　（調味ソース類）　黄身酢,0,917,219,(52.6),(5.6),(6.3),(11.2),(460),(13.1),(20.3),,(19.4),(22.6),*,0,-,(20.0),(1.6),(6.4),(2300),(47),(57),(6),(210),(1.8),(1.4),(0.05),(0.03),,(41),(18),(Tr),(5),(260),(1),(1),(16),(9),(270),(4.6),(1.7),(Tr),(0.6),(Tr),(15),(0.08),(0.18),(Tr),(1.5),(0.12),(1.4),(59),(1.38),(25.0),0,-,(5.7),,,,
17,17133,2338,＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,0,272,64,63.0,9.4,13.9,0,0,0,Tr,,Tr,5.8,*,Tr,0,2.1,0.9,20.8,8300,480,3,14,180,0.4,1.0,0.01,0,,150,43,1,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,4.6,6.1,0.09,1.0,51,0.65,17.0,0,-,21.2,(100 g： 82.0 mL、100 mL： 121.9 g),,,
17,17134,2339,＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,0,285,67,61.2,8.4,12.8,0,0,0,0.1,,0.1,7.9,*,0.3,0,4.2,0.4,21.8,8600,260,25,53,180,1.5,4.5,1.45,0.05,,61,140,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2.4,3.1,0.16,3.9,66,0.98,32.0,0,-,21.9,"別名： 原材料がいかの場合はいしり、いわし等の場合はいしる又はよしる等
(100 g： 81.4 mL、100 mL： 122.9 g)",,,
17,17135,2340,＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,0,121,29,69.4,4.4,6.1,0,0,0,Tr,,Tr,2.4,*,0.1,0,1.1,0.4,23.3,9600,190,6,14,70,0.2,0.2,0.01,0,,29,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,1.0,1.2,0.03,1.9,5,0.31,3.0,0,-,24.3,(100 g： 83.1 mL、100 mL： 120.3 g),,,
17,17107,2341,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,0,201,47,65.5,6.3,9.1,0,0,0.1,-,,-,5.5,*,(0),-,2.7,-,22.7,9000,230,20,90,57,1.2,0.7,0.03,0.03,,27,46,5,1,0,0,0,0,0,0,0,0,0,0,0,-,0.01,0.10,3.3,4.3,0.10,1.6,26,0.56,7.9,0,-,22.9,"別名： 魚醤
(100 g： 81.9 mL、100 mL： 122.1 g)",,,
17,17097,2342,＜調味料類＞　（調味ソース類）　ごま酢,0,889,212,(53.2),(3.6),(4.0),(7.6),-,(8.0),(25.1),,(24.0),(28.7),*,(1.9),(Tr),(29.9),(1.9),(2.6),(670),(110),(180),(61),(100),(1.7),(1.0),(0.26),(0.49),,0,(5),(1),(23),0,0,(1),0,(1),0,0,(Tr),(Tr),(3.5),(0.1),(2),(0.08),(0.06),(1.0),(1.9),(0.12),(0.1),(26),(0.13),(3.7),0,(0.5),(1.7),,,,
17,17098,2343,＜調味料類＞　（調味ソース類）　ごまだれ,0,1178,282,(40.7),(6.7),(7.2),(14.2),-,(15.1),(20.7),,(19.9),(27.4),*,(3.0),(Tr),(29.2),(1.1),(5.7),(1700),(210),(220),(100),(200),(2.3),(1.6),(0.42),(0.75),,(Tr),(10),(2),(46),0,0,(2),0,(2),(4),(Tr),(Tr),(Tr),(7.0),(0.1),(1),(0.11),(0.09),(2.0),(3.5),(0.19),(0.1),(38),(0.20),(6.1),0,(1.1),(4.3),,,,
17,17099,2344,＜調味料類＞　（調味ソース類）　三杯酢,0,361,85,(76.2),(0.6),(0.9),-,-,0,(12.9),,(12.3),(18.0),*,0,-,(17.8),(3.0),(2.1),(780),(56),(5),(11),(27),(0.2),(0.2),(Tr),(0.08),,(150),(1),(1),(8),0,0,0,0,0,0,0,0,0,0,0,0,(0.01),(0.02),(0.4),(0.6),(0.03),(0.1),(4),(0.10),(1.3),0,0,(2.0),材料割合：米酢100、上白糖18、うすくちしょうゆ18、かつお・昆布だし15,,,
17,17100,2345,＜調味料類＞　（調味ソース類）　二杯酢,0,251,59,(78.7),(2.7),(3.5),-,0,0,(0.7),,(0.7),(8.0),*,(Tr),(Tr),(7.6),(2.8),(6.8),(2500),(180),(14),(32),(81),(0.8),(0.5),(Tr),(0.44),,(1),(5),(2),(24),0,0,0,0,0,0,0,0,0,0,0,0,(0.03),(0.08),(0.7),(1.3),(0.09),(0.1),(15),(0.26),(5.7),0,(0.9),(6.4),材料割合：米酢10、こいくちしょうゆ8,,,
17,17101,2346,＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,0,638,150,(55.5),-,(0.1),-,0,0,(31.6),,(30.1),(34.9),*,0,-,(34.9),(2.9),(6.6),(2500),(18),(3),(5),(10),(0.1),(0.1),(Tr),0,,0,0,(1),(3),0,-,-,-,0,0,0,0,0,0,0,0,(0.01),(0.01),(0.2),(0.2),(0.01),(0.1),0,(0.05),(0.3),0,-,(6.5),材料割合：米酢15 、上白糖7 、食塩1.5,,,
17,17102,2347,＜調味料類＞　（調味ソース類）　すし酢　にぎり用,0,299,70,(72.0),-,(0.2),-,0,0,(8.6),,(8.2),(14.3),*,0,-,(14.3),(3.6),(10.0),(3900),(23),(4),(7),(12),(0.1),(0.2),(Tr),0,,0,0,(1),(3),0,-,-,-,0,0,0,0,0,0,0,0,(0.01),(0.01),(0.2),(0.3),(0.02),(0.1),0,(0.07),(0.3),0,-,(9.8),材料割合：米酢10 、上白糖1、食塩1.2,,,
17,17103,2348,＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,0,454,107,(64.1),-,(0.1),-,0,0,(19.2),,(18.3),(23.8),*,0,-,(23.8),(3.2),(8.7),(3400),(21),(4),(6),(11),(0.1),(0.1),(Tr),0,,0,0,(1),(3),0,-,-,-,0,0,0,0,0,0,0,0,(0.01),(0.01),(0.2),(0.2),(0.01),(0.1),0,(0.06),(0.3),0,-,(8.6),材料割合：米酢12、上白糖3、食塩1.4,,,
17,17104,2349,＜調味料類＞　（調味ソース類）　中華風合わせ酢,0,643,153,(60.5),(2.3),(3.0),(3.3),0,(3.4),(20.5),,(19.6),(25.2),*,(Tr),(Tr),(24.8),(2.0),(5.8),(2200),(160),(12),(28),(69),(0.7),(0.4),(0.01),(0.47),,(Tr),(4),(1),(20),0,0,0,0,0,0,0,(Tr),0,(1.5),(Tr),0,(0.02),(0.07),(0.6),(1.1),(0.08),(0.1),(13),(0.22),(4.9),0,(0.8),(5.5),材料割合：こいくちしょうゆ45、米酢45、砂糖22.5、ごま油4、しょうが2,,,
17,17105,2350,＜調味料類＞　（調味ソース類）　デミグラスソース,0,347,82,81.5,-,2.9,-,-,3.0,-,,-,11.0,*,-,-,11.0,-,1.6,520,180,11,11,53,0.3,0.3,0.03,0.09,,2,1,7,3,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.07,1.7,2.1,0.05,0.2,25,0.18,1.8,-,-,1.3,別名： ドミグラスソース,,,
17,17106,2351,＜調味料類＞　（調味ソース類）　テンメンジャン,0,1049,249,37.5,-,8.5,-,0,7.7,-,,-,35.0,*,3.1,-,38.1,-,8.2,2900,350,45,61,140,1.6,1.0,0.27,0.54,,1,5,7,58,(0),0,3,Tr,3,0,(0),0.8,0.1,6.7,2.1,14,0.04,0.11,1.0,2.4,0.11,0,20,0.07,7.7,0,-,7.3,別名：中華甘みそ,,,
17,17108,2352,＜調味料類＞　（調味ソース類）　冷やし中華のたれ,0,484,114,67.1,1.9,2.1,1.1,0,1.2,19.5,,19.5,23.2,*,0,-,23.1,1.1,5.6,2300,89,7,13,29,0.3,0.2,Tr,0.18,,1,3,1,11,0,0,1,Tr,1,0,0,Tr,0,0.6,0,0,0.22,0.03,0.3,0.3,0.03,Tr,6,0.07,1.7,0,-,5.8,"別名： 冷やし中華用スープ
(100 g： 87.6 mL、100 mL： 114.1 g)",,,
17,17109,2353,＜調味料類＞　（調味ソース類）　ホワイトソース,0,411,99,81.7,(1.2),1.8,(6.2),6,6.2,(5.6),,(5.3),9.4,*,0.4,-,9.2,-,1.1,380,62,34,5,42,0.1,0.2,0.01,0.03,,5,1,1,2,-,-,-,-,-,-,-,0.6,Tr,0.9,0.2,2,0.01,0.05,0.2,(0.5),0.02,0,3,0.17,0.9,0,-,1.0,別名： ベシャメルソース,,,
17,17110,2354,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,0,207,49,(82.1),(2.7),(3.4),-,0,(0.1),(0.7),,(0.7),(7.9),*,(0.2),-,(7.4),-,(6.3),(2300),(280),(24),(33),(72),(0.7),(0.4),(0.02),(0.46),,(1),(4),(1),(19),0,0,0,(9),(4),(1),0,(0.1),0,0,0,0,(0.05),(0.08),(0.6),(1.2),(0.08),(Tr),(20),(0.37),(4.9),(24),(0.8),(5.8),別名： ポン酢,,,
17,17137,2355,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,0,250,59,77.0,3.2,3.7,-,0,0,7.0,,6.9,10.0,*,(0.3),-,10.8,1.8,7.6,3100,180,16,25,60,0.7,0.3,0.01,0.36,,*,3,2,18,0,0,Tr,1,1,0,0,Tr,0,0,0,0,0.02,0.05,0.7,0.7,0.06,Tr,17,0.17,3.1,Tr,-,7.8,"別名： ポン酢
*ヨウ素： 第3章参照
(100 g： 89.4 mL、100 mL： 111.8 g)",,,
17,17032,2356,＜調味料類＞　（調味ソース類）　マーボー豆腐の素,0,481,115,75.0,-,4.2,-,-,6.3,-,,-,10.4,*,-,-,10.4,-,4.1,1400,55,12,-,35,0.8,-,-,-,,-,-,-,-,4,-,-,-,63,9,-,-,-,-,-,-,0.05,0.03,1.0,1.7,-,-,-,-,-,2,-,3.6,試料： レトルトパウチのストレート製品,,,
17,17111,2357,＜調味料類＞　（調味ソース類）　マリネ液,0,278,66,(83.9),0,(0.1),0,0,0,(11.1),*,(10.5),(10.8),,0,0,(10.9),(1.4),(1.1),(370),(26),(4),(3),(6),(0.2),0,(0.01),(0.04),,0,0,0,(Tr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,(Tr),(Tr),(0.01),(Tr),0,(0.04),(Tr),0,(2.7),(0.9),,,,
17,17033,2358,＜調味料類＞　（調味ソース類）　ミートソース,0,404,96,78.8,-,3.8,-,-,5.0,(9.6),*,(9.4),10.1,,-,-,10.1,-,2.3,610,250,17,-,47,0.8,-,-,-,,-,-,-,-,5,-,-,-,530,49,-,-,-,-,-,-,0.14,0.05,1.4,2.0,-,-,-,-,-,6,-,1.5,"試料： 缶詰及びレトルトパウチ製品
(100 g：94mL、100 mL：107g)",,,
17,17144,2359,＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,0,1055,248,0.1,6.8,5.6,0.6,Tr,0.7,54.2,*,51.5,57.1,,3.3,-,62.4,2.0,30.1,12000,82,110,10,18,0.6,0.1,0.02,0.47,,4,2,7,3,0,3,34,15,43,4,0,0.4,Tr,0.3,0,7,0.01,0.01,0.3,0.3,0.03,0,4,0.08,0.8,0,-,30.6,食物繊維：AOAC2011.25法,,,
17,17112,2360,＜調味料類＞　（調味ソース類）　焼き鳥のたれ,0,558,131,(61.4),(2.6),(3.3),0,-,0,(19.1),,(18.5),(29.0),*,(Tr),(Tr),(28.5),(0.3),(6.1),(2300),(160),(13),(27),(71),(0.7),(0.4),(0.02),(0.46),,(1),(5),(1),(20),0,0,0,0,0,0,0,0,0,0,0,0,(0.02),(0.07),(0.5),(0.7),(0.10),(Tr),(13),(0.20),(5.0),0,(0.6),(5.8),,,,
17,17113,2361,＜調味料類＞　（調味ソース類）　焼き肉のたれ,0,696,164,(52.4),(3.6),(4.3),(2.1),(Tr),(2.2),(28.4),,(27.2),(32.1),*,(0.4),(Tr),(32.3),(0.5),(8.8),(3300),(230),(23),(35),(90),(0.9),(0.5),(0.03),(0.51),,(1),(7),(2),(24),0,0,(3),(2),(4),(Tr),(Tr),(Tr),0,(0.9),(Tr),0,(0.03),(0.09),(0.8),(1.0),(0.10),(0.1),(18),(0.25),(6.2),(1),0,(8.3),,,,
17,17114,2362,＜調味料類＞　（調味ソース類）　みたらしのたれ,0,540,127,(66.3),(0.8),(0.9),0,-,0,(29.8),,(28.2),(30.9),*,0,(Tr),(30.8),(0.1),(1.9),(650),(120),(6),(10),(24),(0.2),(0.1),(0.01),(0.13),,(2700),(1),(1),(5),0,0,0,0,0,0,0,0,0,0,0,0,(0.01),(0.02),(0.1),(0.2),(0.03),0,(5),(0.05),(1.4),0,0,(1.7),,,,
17,17115,2363,＜調味料類＞　（調味ソース類）　ゆずこしょう,0,153,37,64.5,-,1.3,-,(0),0.8,-,,-,3.1,*,6.2,-,9.3,-,24.1,9900,280,61,44,24,0.6,0.1,0.06,0.10,,24,2,5,4,(0),36,230,47,270,22,(0),2.0,0,0.4,0,(0),0.04,0.05,0.9,1.1,0.17,-,13,0.22,3.6,2,-,25.2,,,,
17,17034,2364,＜調味料類＞　（トマト加工品類）　トマトピューレー,0,187,44,86.9,(1.4),1.9,(0.1),(0),0.1,(5.2),,(5.2),8.7,*,1.8,-,9.9,-,1.2,19,490,19,27,37,0.8,0.3,0.19,0.19,,0,1,2,9,0,0,630,0,630,52,(0),2.7,0.1,0.3,0,10,0.09,0.07,1.5,(1.7),0.20,-,29,0.47,8.9,10,-,0,"別名： トマトピューレ
食塩無添加品
(100 g：95mL、100 mL：105g)",,,
17,17035,2365,＜調味料類＞　（トマト加工品類）　トマトペースト,0,399,94,71.3,(3.2),3.8,(0.1),(0),0.1,(13.5),,(13.4),17.9,*,4.7,-,22.0,-,2.8,55,1100,46,64,93,1.6,0.6,0.31,0.38,,-,-,-,-,0,0,1000,0,1000,85,(0),6.2,0.2,0.6,0,18,0.21,0.14,3.7,(4.2),0.38,-,42,0.95,-,15,-,0.1,食塩無添加品,,,
17,17036,2366,＜調味料類＞　（トマト加工品類）　トマトケチャップ,0,441,104,66.0,1.2,1.6,0.1,0,0.2,(24.3),*,(24.0),25.9,,1.7,-,27.6,1.2,3.9,1200,380,16,18,35,0.5,0.2,0.09,0.11,,1,4,4,9,0,1,510,0,510,43,0,2.0,Tr,0.1,0,0,0.06,0.04,1.5,1.7,0.11,Tr,13,0.30,5.2,8,-,3.1,(100 g：87mL、100 mL：115g),,,
17,17037,2367,＜調味料類＞　（トマト加工品類）　トマトソース,0,174,41,87.1,(1.9),2.0,(0.1),(0),0.2,(5.3),,(5.3),7.6,*,1.1,-,8.5,-,2.2,240,340,18,20,42,0.9,0.2,0.16,-,,-,-,-,-,(0),0,480,0,480,40,(0),2.1,0.1,1.0,0.3,8,0.09,0.08,1.3,(1.6),0.12,Tr,3,0.24,-,(Tr),-,0.6,(100 g：103mL、100 mL：97g),,,
17,17038,2368,＜調味料類＞　（トマト加工品類）　チリソース,0,474,112,67.3,(1.7),1.8,(0.1),(0),0.1,-,,-,25.2,*,1.9,-,26.3,-,3.9,1200,500,27,23,32,0.9,0.2,0.15,0.15,,-,-,-,-,(0),0,500,5,500,42,(0),2.1,0.3,0.2,0,5,0.07,0.07,1.5,(1.8),0.15,0,5,0.32,-,(Tr),-,3.0,,,,
17,17042,2369,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,0,2747,668,16.6,1.3,1.4,72.5,55,76.0,(2.1),*,(2.1),7.2,,(0),-,3.6,0.5,1.9,730,13,8,2,29,0.3,0.2,0.01,0.01,,3,3,1,1,24,0,0,3,1,24,0.3,13.0,0.2,33.0,2.3,120,0.01,0.03,Tr,0.2,0.02,0.1,1,0.16,3.1,0,-,1.9,"使用油： なたね油 、 とうもろこし油、大豆油
(100 g：105mL、100 mL：95g)",,,
17,17043,2370,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,0,2746,668,19.7,2.2,2.5,72.8,140,74.7,(0.5),*,(0.5),2.8,,(0),-,0.6,0.5,2.0,770,21,20,3,72,0.6,0.5,0.02,0.02,,9,8,1,2,53,0,1,6,3,54,0.6,11.0,0.7,41.0,10.0,140,0.03,0.07,Tr,0.5,0.05,0.4,3,0.43,7.2,0,-,2.0,"使用油： なたね油 、大豆油、 とうもろこし油
(100 g：105mL、100 mL：95g)",,,
17,17118,2371,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,0,1081,262,60.9,2.6,2.9,26.4,58,28.3,2.7,*,2.6,4.7,,0.8,0,3.3,0.7,3.9,1500,36,10,3,35,0.3,0.2,0.01,0.01,,4,5,Tr,2,20,130,250,4,310,46,0.3,4.8,0.1,12.0,1.6,53,0.02,0.05,Tr,0.4,0.02,0.1,3,0.19,3.1,0,-,3.9,"別名：低カロリーマヨネーズ
使用油： なたね油、大豆油、とうもろこし油
カロテン： 色素として添加品あり",,,
17,17040,2372,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,0,1344,325,(47.8),0,(Tr),(30.6),(1),(31.5),(11.4),*,(11.3),(13.4),,0,0,(12.4),(1.9),(6.3),(2500),(2),(1),(Tr),(1),(Tr),(Tr),0,0,,0,0,(Tr),(Tr),0,0,0,0,0,0,0,(4.0),(0.4),(18.0),(3.4),(54),(Tr),(Tr),(Tr),(0.1),(Tr),(Tr),0,0,(Tr),0,-,(6.3),,,,
17,17116,2373,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,0,743,179,(69.4),(1.6),(1.9),(14.0),(1),(14.5),(6.6),,(6.5),(9.7),*,(0.2),(Tr),(9.3),(0.7),(3.6),(1400),(75),(7),(16),(43),(0.4),(0.2),(0.03),(0.19),,0,(3),(1),(10),0,0,(4),0,(4),(Tr),-,(1.5),(0.1),(7.9),(1.3),-,(0.03),(0.03),(0.4),(0.5),(0.04),(Tr),(7),(0.09),(2.2),0,(0.7),(3.5),オイル入り,,,
17,17039,2374,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,0,350,83,71.8,-,3.1,-,-,0.1,-,,-,17.2,*,0.2,-,16.1,-,7.6,2900,130,10,34,54,0.3,0.2,0.01,-,,-,-,-,-,(0),0,3,0,3,Tr,(0),0,0,0,0,1,0.02,0.03,0.3,0.8,0.04,0,6,0.11,-,(Tr),-,7.4,別名： 和風ノンオイルドレッシング,,,
17,17117,2375,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,0,1650,399,(38.1),(2.3),(2.7),(37.1),(7),(38.3),(13.1),*,(12.5),(15.5),,(0.8),(Tr),(15.0),(0.8),(4.9),(1800),(91),(86),(34),(66),(1.0),(0.6),(0.12),(0.32),,(1),(4),(1),(15),(4),0,(Tr),0,(1),(4),(0.1),(4.4),(0.4),(21.0),(3.8),(60),(0.04),(0.05),(0.6),(1.0),(0.07),(Tr),(16),(0.14),(3.3),0,(0.3),(4.4),クリームタイプ,,,
17,17041,2376,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,0,1619,392,(44.1),(0.2),(0.3),(38.1),(9),(39.2),(12.1),*,(11.9),(13.4),,(0.4),0,(12.8),(0.6),(3.1),(1200),(32),(7),(3),(9),(0.1),(0.1),(0.02),(0.01),,(1),(1),(Tr),(1),(4),0,(42),(1),(43),(8),(0.1),(5.2),(0.5),(22.0),(4.2),(72),(Tr),(0.01),(0.1),(0.2),(0.02),(Tr),(3),(0.05),(0.8),(2),-,(3.0),,,,
17,17149,2377,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,0,1552,376,(44.1),(0.1),(0.1),(37.7),(7),(38.8),(8.5),*,(8.5),(10.3),,0,0,(9.3),(1.3),(6.5),(2500),(3),(1),(Tr),(3),(Tr),(Tr),(Tr),0,,(1),0,0,(Tr),(3),0,0,(Tr),0,(3),(0.1),(5.0),(0.5),(22.0),(4.2),(66),(Tr),(0.01),(Tr),(0.1),(0.01),(Tr),(1),(0.02),(0.3),(1),-,(6.4),,,,
17,17044,2378,＜調味料類＞　（みそ類）　米みそ　甘みそ,0,869,206,42.6,8.7,9.7,3.0,(0),3.0,-,,-,33.3,*,5.6,-,37.9,-,6.8,2400,340,80,32,130,3.4,0.9,0.22,-,,Tr,2,2,33,(0),-,-,-,(0),(0),(0),0.3,0.1,3.0,1.6,8,0.05,0.10,1.5,3.5,0.04,0.1,21,Tr,5.4,(0),-,6.1,"別名： 西京みそ、関西白みそ等
(100 g：87mL、100 mL：115g)",,,
17,17045,2379,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,0,762,182,45.4,11.1,12.5,5.9,(0),6.0,11.9,,11.8,18.5,*,4.9,-,21.9,-,14.2,4900,380,100,75,170,4.0,1.1,0.39,-,,1,9,2,57,(0),-,-,-,(0),(0),(0),0.6,0.2,5.7,3.1,11,0.03,0.10,1.5,3.9,0.11,0.1,68,Tr,12.0,(0),-,12.4,"別名： 信州みそ等
(100 g：87mL、100 mL：115g)",,,
17,17046,2380,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,0,746,178,45.7,11.3,13.1,5.4,(0),5.5,-,,-,18.9,*,4.1,-,21.1,-,14.6,5100,440,130,80,200,4.3,1.2,0.35,-,,1,8,1,72,(0),-,-,-,(0),(0),(0),0.5,0.2,5.2,3.2,11,0.03,0.10,1.5,3.5,0.12,Tr,42,0.23,14.0,(0),-,13.0,(100 g：87mL、100 mL：115g),,,
17,17120,2381,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,0,700,167,49.9,(10.0),11.0,(5.2),2,5.6,(9.8),,(9.7),17.8,*,4.1,0,20.6,0.1,12.9,4700,420,67,61,160,1.4,1.0,0.26,0.65,,26,8,2,51,0,0,3,Tr,3,0,0.1,0.7,0.1,5.2,1.9,11,0.10,0.35,0.9,(2.8),0.13,0.1,37,0.24,9.9,0,-,11.9,(100 g：87mL、100 mL：115g),,,
17,17145,2382,＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,0,689,164,52.5,9.4,10.3,4.7,1,5.1,10.5,,10.3,18.2,*,4.9,-,22.2,0.4,9.8,3800,410,63,55,150,1.4,1.0,0.32,0.64,,29,8,2,60,0,0,2,0,3,0,0,0.6,0.1,4.8,1.7,14,0.10,0.09,0.9,2.6,0.13,0.1,40,0.27,8.9,0,-,9.7,"食物繊維：AOAC2011.25法
(100 g：87mL、100 mL：115g)",,,
